日付,商品カテゴリ名,総売上個数,総売上金額,単価平均
2019-05-15,ギフト - ぬいぐるみ,16,21650,1353.125
2019-05-15,ゲーム - ゲーム機A,10,8680,868.0
2019-05-15,映画 - セット商品,17,29710,1771.875
2019-05-15,ギフト - ボードゲーム,18,33410,1853.5294117647059
2019-05-15,音楽 - CD,19,9340,491.57894736842104
2019-05-15,ギフト - ガジェット類,8,12970,1744.2857142857142
2019-05-15,本 - オーディオブック_タイプA,19,8520,448.42105263157896
2019-05-15,ギフト - 記念品_タイプA,14,45730,2960.8333333333335
2019-05-15,ギフト - 記念品_タイプB,8,5490,728.5714285714286
2019-05-15,本 - 教育用,23,13890,603.9130434782609
2019-05-15,ゲーム - 付属品(購入特典),7,12570,1795.7142857142858
2019-05-15,ゲーム周辺機器 - ゲーム機B,6,9800,1706.0
2019-05-15,音楽 - レコード,8,17930,2241.25
2019-05-15,ゲーム周辺機器 - ゲーム機A,8,8050,1006.25
2019-05-15,本 - オーディオブック_タイプB,2,840,420.0
2019-05-16,映画 - DVD,266,118790,438.62204724409446
2019-05-16,PCゲーム - 通常版,187,137040,702.9166666666666
2019-05-16,音楽 - その他,202,96050,471.0204081632653
2019-05-16,ゲーム - ゲーム機C,87,233810,2687.4712643678163
2019-05-16,映画 - ブルーレイ,171,107920,627.1875
2019-05-16,ゲーム - ゲーム機B,85,168100,2018.375
2019-05-16,ギフト - 小型ゲーム,37,27380,646.6666666666666
2019-05-16,ギフト - カード、パズル等,28,35070,1280.0
2019-05-16,ギフト - フィギュア,39,64380,1675.0
2019-05-16,PCソフト - PCソフト,30,66670,2188.214285714286
2019-05-16,映画 - ブルーレイ3D,20,24280,1214.0
2019-05-16,ギフト - ぬいぐるみ,27,33480,1240.0
2019-05-16,ゲーム - ゲーム機A,15,11930,785.2941176470588
2019-05-16,映画 - セット商品,14,29000,2071.4285714285716
2019-05-16,ギフト - ボードゲーム,20,37720,1894.2105263157894
2019-05-16,音楽 - CD,46,22250,483.1111111111111
2019-05-16,ギフト - ガジェット類,6,8780,1463.3333333333333
2019-05-16,本 - オーディオブック_タイプA,17,7950,467.6470588235294
2019-05-16,ギフト - 記念品_タイプA,15,46410,2950.714285714286
2019-05-16,ギフト - 記念品_タイプB,3,2680,893.3333333333334
2019-05-16,本 - 教育用,16,10500,656.25
2019-05-16,ゲーム - 付属品(購入特典),11,19310,1755.4545454545455
2019-05-16,ゲーム周辺機器 - ゲーム機B,10,23650,2365.0
2019-05-16,音楽 - レコード,5,18950,3790.0
2019-05-16,ゲーム周辺機器 - ゲーム機A,3,4590,1530.0
2019-05-16,本 - オーディオブック_タイプB,3,1260,420.0
2019-05-17,映画 - DVD,431,182360,407.2952853598015
2019-05-17,PCゲーム - 通常版,358,264890,731.3559322033898
2019-05-17,音楽 - その他,331,163040,492.0
2019-05-17,ゲーム - ゲーム機C,143,386950,2742.2302158273383
2019-05-17,映画 - ブルーレイ,224,161250,708.9201877934272
2019-05-17,ゲーム - ゲーム機B,108,217590,2058.910891089109
2019-05-17,ギフト - 小型ゲーム,55,34040,621.0869565217391
2019-05-17,ギフト - カード、パズル等,38,55800,1468.421052631579
2019-05-17,ギフト - フィギュア,71,127370,1790.3225806451612
2019-05-17,PCソフト - PCソフト,46,155410,3678.6486486486488
2019-05-17,映画 - ブルーレイ3D,23,31050,1350.0
2019-05-17,ギフト - ぬいぐるみ,24,35290,1470.4166666666667
2019-05-17,ゲーム - ゲーム機A,19,14250,738.8888888888889
2019-05-17,映画 - セット商品,18,39630,2201.6666666666665
2019-05-17,ギフト - ボードゲーム,46,82240,1801.111111111111
2019-05-17,音楽 - CD,21,10580,503.8095238095238
2019-05-17,ギフト - ガジェット類,19,51980,2735.7894736842104
2019-05-17,本 - オーディオブック_タイプA,27,13150,487.037037037037
2019-05-17,ギフト - 記念品_タイプA,17,32640,2017.3333333333333
2019-05-17,ギフト - 記念品_タイプB,13,9470,813.75
2019-05-17,本 - 教育用,5,3300,660.0
2019-05-17,ゲーム - 付属品(購入特典),17,22290,1311.1764705882354
2019-05-17,ゲーム周辺機器 - ゲーム機B,13,30420,2340.0
2019-05-17,音楽 - レコード,4,11470,2867.5
2019-05-17,ゲーム周辺機器 - ゲーム機A,3,2290,763.3333333333334
2019-05-17,本 - オーディオブック_タイプB,7,2940,420.0
2019-05-18,映画 - DVD,273,121280,432.3046875
2019-05-18,PCゲーム - 通常版,245,174140,705.7077625570777
2019-05-18,音楽 - その他,287,152510,530.3610108303249
2019-05-18,ゲーム - ゲーム機C,122,314840,2550.0
2019-05-18,映画 - ブルーレイ,140,97390,686.390977443609
2019-05-18,ゲーム - ゲーム機B,92,200780,2210.112359550562
2019-05-18,ギフト - 小型ゲーム,34,16230,517.2
2019-05-18,ギフト - カード、パズル等,34,42280,1243.5294117647059
2019-05-18,ギフト - フィギュア,56,97610,1732.6415094339623
2019-05-18,PCソフト - PCソフト,45,131580,3166.285714285714
2019-05-18,映画 - ブルーレイ3D,24,30330,1263.75
2019-05-18,ギフト - ぬいぐるみ,29,45990,1585.8620689655172
2019-05-18,ゲーム - ゲーム機A,23,17880,777.3913043478261
2019-05-18,映画 - セット商品,14,27350,1953.5714285714287
2019-05-18,ギフト - ボードゲーム,25,41340,1653.6
2019-05-18,音楽 - CD,19,8660,455.7894736842105
2019-05-18,ギフト - ガジェット類,23,27590,1169.090909090909
2019-05-18,本 - オーディオブック_タイプA,17,8700,511.7647058823529
2019-05-18,ギフト - 記念品_タイプA,12,14960,1246.6666666666667
2019-05-18,ギフト - 記念品_タイプB,9,6850,761.1111111111111
2019-05-18,本 - 教育用,6,9920,1852.0
2019-05-18,ゲーム - 付属品(購入特典),18,23330,1296.111111111111
2019-05-18,ゲーム周辺機器 - ゲーム機B,10,21670,2145.5555555555557
2019-05-18,音楽 - レコード,3,6200,2066.6666666666665
2019-05-18,ゲーム周辺機器 - ゲーム機A,5,9990,1998.0
2019-05-18,本 - オーディオブック_タイプB,3,1260,420.0
2019-05-19,映画 - DVD,135,55280,411.0687022900763
2019-05-19,PCゲーム - 通常版,153,114890,737.7702702702703
2019-05-19,音楽 - その他,155,78020,503.26797385620915
2019-05-19,ゲーム - ゲーム機C,63,154070,2431.8032786885246
2019-05-19,映画 - ブルーレイ,98,60570,607.6041666666666
2019-05-19,ゲーム - ゲーム機B,39,75520,1967.5675675675675
2019-05-19,ギフト - 小型ゲーム,21,13370,645.7894736842105
2019-05-19,ギフト - カード、パズル等,28,34500,1233.7037037037037
2019-05-19,ギフト - フィギュア,44,77810,1788.0
2019-05-19,PCソフト - PCソフト,29,86380,3268.695652173913
2019-05-19,映画 - ブルーレイ3D,16,22060,1378.75
2019-05-19,ギフト - ぬいぐるみ,24,31650,1335.0
2019-05-19,ゲーム - ゲーム機A,7,4680,668.5714285714286
2019-05-19,映画 - セット商品,7,12130,1732.857142857143
2019-05-19,ギフト - ボードゲーム,21,34350,1635.7142857142858
2019-05-19,音楽 - CD,10,4780,478.0
2019-05-19,ギフト - ガジェット類,12,15310,1275.0
2019-05-19,本 - オーディオブック_タイプA,6,3460,576.6666666666666
2019-05-19,ギフト - 記念品_タイプA,8,4180,522.5
2019-05-19,ギフト - 記念品_タイプB,5,3710,727.5
2019-05-19,本 - 教育用,4,2210,552.5
2019-05-19,ゲーム - 付属品(購入特典),10,14700,1470.0
2019-05-19,ゲーム周辺機器 - ゲーム機B,7,14700,2100.0
2019-05-19,音楽 - レコード,8,33890,4236.25
2019-05-19,ゲーム周辺機器 - ゲーム機A,5,6950,1390.0
2019-05-19,本 - オーディオブック_タイプB,2,840,420.0
2019-05-20,映画 - DVD,164,72450,438.82716049382714
2019-05-20,PCゲーム - 通常版,173,119310,683.7662337662338
2019-05-20,音楽 - その他,180,90920,508.3431952662722
2019-05-20,ゲーム - ゲーム機C,59,146300,2571.864406779661
2019-05-20,映画 - ブルーレイ,125,80660,644.2063492063492
2019-05-20,ゲーム - ゲーム機B,58,122570,2033.090909090909
2019-05-20,ギフト - 小型ゲーム,30,17920,582.8
2019-05-20,ギフト - カード、パズル等,25,29370,1174.1666666666667
2019-05-20,ギフト - フィギュア,41,73550,1849.4444444444443
2019-05-20,PCソフト - PCソフト,22,60720,2768.3333333333335
2019-05-20,映画 - ブルーレイ3D,20,25280,1264.0
2019-05-20,ギフト - ぬいぐるみ,17,25440,1505.0
2019-05-20,ゲーム - ゲーム機A,16,11350,709.375
2019-05-20,映画 - セット商品,11,16120,1465.4545454545455
2019-05-20,ギフト - ボードゲーム,12,21720,1810.0
2019-05-20,音楽 - CD,23,11830,514.3478260869565
2019-05-20,ギフト - ガジェット類,9,8590,722.0
2019-05-20,本 - オーディオブック_タイプA,17,8940,525.8823529411765
2019-05-20,ギフト - 記念品_タイプA,7,25620,3660.0
2019-05-20,ギフト - 記念品_タイプB,4,3430,857.5
2019-05-20,本 - 教育用,9,10920,1213.3333333333333
2019-05-20,ゲーム - 付属品(購入特典),7,9860,1408.5714285714287
2019-05-20,ゲーム周辺機器 - ゲーム機B,4,8200,2050.0
2019-05-20,音楽 - レコード,10,27440,2744.0
2019-05-20,ゲーム周辺機器 - ゲーム機A,7,8820,1260.0
2019-05-20,本 - オーディオブック_タイプB,1,420,420.0
2019-05-21,映画 - DVD,198,88120,442.88659793814435
2019-05-21,PCゲーム - 通常版,180,129310,679.9367088607595
2019-05-21,音楽 - その他,175,87620,500.94117647058823
2019-05-21,ゲーム - ゲーム機C,74,196950,2627.887323943662
2019-05-21,映画 - ブルーレイ,124,81760,658.9430894308944
2019-05-21,ゲーム - ゲーム機B,53,127480,2366.5384615384614
2019-05-21,ギフト - 小型ゲーム,15,6280,425.8333333333333
2019-05-21,ギフト - カード、パズル等,13,18100,1392.3076923076924
2019-05-21,ギフト - フィギュア,38,68590,1806.111111111111
2019-05-21,PCソフト - PCソフト,31,90690,3088.5185185185187
2019-05-21,映画 - ブルーレイ3D,23,25140,1093.0434782608695
2019-05-21,ギフト - ぬいぐるみ,21,21460,1021.9047619047619
2019-05-21,ゲーム - ゲーム機A,16,13390,836.875
2019-05-21,映画 - セット商品,13,26360,2027.6923076923076
2019-05-21,ギフト - ボードゲーム,23,35390,1538.695652173913
2019-05-21,音楽 - CD,13,6140,472.3076923076923
2019-05-21,ギフト - ガジェット類,9,10530,1287.142857142857
2019-05-21,本 - オーディオブック_タイプA,18,9030,501.6666666666667
2019-05-21,ギフト - 記念品_タイプA,7,17680,2525.714285714286
2019-05-21,ギフト - 記念品_タイプB,3,1220,406.6666666666667
2019-05-21,本 - 教育用,12,8240,686.6666666666666
2019-05-21,ゲーム - 付属品(購入特典),3,5010,1670.0
2019-05-21,ゲーム周辺機器 - ゲーム機B,6,14940,2516.0
2019-05-21,音楽 - レコード,2,13000,6500.0
2019-05-21,ゲーム周辺機器 - ゲーム機A,8,7700,962.5
2019-05-21,本 - オーディオブック_タイプB,3,1350,450.0
2019-05-22,映画 - DVD,166,75410,448.9937106918239
2019-05-22,PCゲーム - 通常版,232,171030,688.1176470588235
2019-05-22,音楽 - その他,198,101040,508.13471502590676
2019-05-22,ゲーム - ゲーム機C,80,200020,2500.25
2019-05-22,映画 - ブルーレイ,130,76810,592.6984126984127
2019-05-22,ゲーム - ゲーム機B,50,122440,2327.659574468085
2019-05-22,ギフト - 小型ゲーム,48,23440,476.4102564102564
2019-05-22,ギフト - カード、パズル等,20,25040,1255.2631578947369
2019-05-22,ギフト - フィギュア,51,94080,1847.142857142857
2019-05-22,PCソフト - PCソフト,22,52850,2472.5
2019-05-22,映画 - ブルーレイ3D,18,22040,1224.4444444444443
2019-05-22,ギフト - ぬいぐるみ,13,14980,1152.3076923076924
2019-05-22,ゲーム - ゲーム機A,20,16520,815.4545454545455
2019-05-22,映画 - セット商品,11,19940,1812.7272727272727
2019-05-22,ギフト - ボードゲーム,27,39720,1460.8333333333333
2019-05-22,音楽 - CD,20,10290,498.75
2019-05-22,ギフト - ガジェット類,11,20960,1942.2222222222222
2019-05-22,本 - オーディオブック_タイプA,20,9960,498.0
2019-05-22,ギフト - 記念品_タイプA,16,27200,1700.0
2019-05-22,ギフト - 記念品_タイプB,8,7180,897.5
2019-05-22,本 - 教育用,13,12910,993.0769230769231
2019-05-22,ゲーム - 付属品(購入特典),6,8240,1373.3333333333333
2019-05-22,ゲーム周辺機器 - ゲーム機B,7,13250,1996.6666666666667
2019-05-22,音楽 - レコード,1,9520,9520.0
2019-05-22,ゲーム周辺機器 - ゲーム機A,7,10160,1451.4285714285713
2019-05-22,本 - オーディオブック_タイプB,5,2190,438.0
2019-05-23,映画 - DVD,263,119800,442.89156626506025
2019-05-23,PCゲーム - 通常版,196,153270,758.0
2019-05-23,音楽 - その他,242,122230,498.41409691629957
2019-05-23,ゲーム - ゲーム機C,94,247220,2630.574712643678
2019-05-23,映画 - ブルーレイ,155,102570,658.5430463576159
2019-05-23,ゲーム - ゲーム機B,77,185790,2375.135135135135
2019-05-23,ギフト - 小型ゲーム,44,23890,564.2424242424242
2019-05-23,ギフト - カード、パズル等,26,38190,1468.8461538461538
2019-05-23,ギフト - フィギュア,66,117050,1765.5737704918033
2019-05-23,PCソフト - PCソフト,28,81370,3050.8
2019-05-23,映画 - ブルーレイ3D,23,31300,1360.8695652173913
2019-05-23,ギフト - ぬいぐるみ,23,27090,1169.5454545454545
2019-05-23,ゲーム - ゲーム機A,23,17840,775.6521739130435
2019-05-23,映画 - セット商品,13,20650,1588.4615384615386
2019-05-23,ギフト - ボードゲーム,31,62920,2028.9655172413793
2019-05-23,音楽 - CD,18,8630,479.44444444444446
2019-05-23,ギフト - ガジェット類,10,17480,1748.0
2019-05-23,本 - オーディオブック_タイプA,16,6890,430.625
2019-05-23,ギフト - 記念品_タイプA,17,21540,1267.0588235294117
2019-05-23,ギフト - 記念品_タイプB,14,11070,793.8461538461538
2019-05-23,本 - 教育用,7,4420,623.3333333333334
2019-05-23,ゲーム - 付属品(購入特典),10,16390,1639.0
2019-05-23,ゲーム周辺機器 - ゲーム機B,15,33100,2273.5714285714284
2019-05-23,音楽 - レコード,7,15710,2244.285714285714
2019-05-23,ゲーム周辺機器 - ゲーム機A,15,19660,1310.6666666666667
2019-05-23,本 - オーディオブック_タイプB,3,1350,450.0
2019-05-24,映画 - DVD,367,166500,436.5970149253731
2019-05-24,PCゲーム - 通常版,342,227480,696.9731800766283
2019-05-24,音楽 - その他,314,159260,503.58361774744026
2019-05-24,ゲーム - ゲーム機C,129,345500,2617.6612903225805
2019-05-24,映画 - ブルーレイ,205,148010,714.1624365482234
2019-05-24,ゲーム - ゲーム機B,102,249940,2451.25
2019-05-24,ギフト - 小型ゲーム,53,27070,525.2272727272727
2019-05-24,ギフト - カード、パズル等,41,61540,1508.2051282051282
2019-05-24,ギフト - フィギュア,107,180030,1747.948717948718
2019-05-24,PCソフト - PCソフト,35,108420,3168.181818181818
2019-05-24,映画 - ブルーレイ3D,27,36650,1357.4074074074074
2019-05-24,ギフト - ぬいぐるみ,37,45790,1230.0
2019-05-24,ゲーム - ゲーム機A,29,23900,824.1379310344828
2019-05-24,映画 - セット商品,13,25180,1936.923076923077
2019-05-24,ギフト - ボードゲーム,42,74910,1756.0
2019-05-24,音楽 - CD,17,8400,494.11764705882354
2019-05-24,ギフト - ガジェット類,14,22030,1573.5714285714287
2019-05-24,本 - オーディオブック_タイプA,22,10180,462.72727272727275
2019-05-24,ギフト - 記念品_タイプA,35,40120,1651.4285714285713
2019-05-24,ギフト - 記念品_タイプB,8,5990,734.2857142857143
2019-05-24,本 - 教育用,10,5170,517.7777777777778
2019-05-24,ゲーム - 付属品(購入特典),15,20390,1359.3333333333333
2019-05-24,ゲーム周辺機器 - ゲーム機B,15,31740,2086.4285714285716
2019-05-24,音楽 - レコード,3,7900,2633.3333333333335
2019-05-24,ゲーム周辺機器 - ゲーム機A,8,7730,966.25
2019-05-24,本 - オーディオブック_タイプB,5,2100,420.0
2019-05-25,映画 - DVD,283,129180,444.50757575757575
2019-05-25,PCゲーム - 通常版,251,196940,782.8444444444444
2019-05-25,音楽 - その他,249,129000,515.8921161825726
2019-05-25,ゲーム - ゲーム機C,109,273730,2511.2844036697247
2019-05-25,映画 - ブルーレイ,126,84880,665.9016393442623
2019-05-25,ゲーム - ゲーム機B,109,263270,2363.762376237624
2019-05-25,ギフト - 小型ゲーム,39,17680,517.5862068965517
2019-05-25,ギフト - カード、パズル等,27,36500,1351.851851851852
2019-05-25,ギフト - フィギュア,60,105060,1750.3703703703704
2019-05-25,PCソフト - PCソフト,23,82840,3601.7391304347825
2019-05-25,映画 - ブルーレイ3D,18,23730,1318.3333333333333
2019-05-25,ギフト - ぬいぐるみ,25,38760,1459.1666666666667
2019-05-25,ゲーム - ゲーム機A,23,18670,811.7391304347826
2019-05-25,映画 - セット商品,18,37910,2106.1111111111113
2019-05-25,ギフト - ボードゲーム,20,33560,1678.0
2019-05-25,音楽 - CD,14,6450,460.7142857142857
2019-05-25,ギフト - ガジェット類,11,17250,1568.1818181818182
2019-05-25,本 - オーディオブック_タイプA,6,2780,463.3333333333333
2019-05-25,ギフト - 記念品_タイプA,14,23800,1739.2307692307693
2019-05-25,ギフト - 記念品_タイプB,5,3610,722.0
2019-05-25,本 - 教育用,3,1520,506.6666666666667
2019-05-25,ゲーム - 付属品(購入特典),14,19790,1413.5714285714287
2019-05-25,ゲーム周辺機器 - ゲーム機B,12,29420,2451.6666666666665
2019-05-25,音楽 - レコード,5,14280,2856.0
2019-05-25,ゲーム周辺機器 - ゲーム機A,2,1700,850.0
2019-05-25,本 - オーディオブック_タイプB,2,840,420.0
2019-05-26,映画 - DVD,202,80900,390.46153846153845
2019-05-26,PCゲーム - 通常版,194,112090,589.7802197802198
2019-05-26,音楽 - その他,157,82140,519.1447368421053
2019-05-26,ゲーム - ゲーム機C,65,163620,2517.230769230769
2019-05-26,映画 - ブルーレイ,85,54000,631.7857142857143
2019-05-26,ゲーム - ゲーム機B,66,151490,2177.8333333333335
2019-05-26,ギフト - 小型ゲーム,46,22930,529.7058823529412
2019-05-26,ギフト - カード、パズル等,26,33390,1308.4
2019-05-26,ギフト - フィギュア,56,116760,2090.754716981132
2019-05-26,PCソフト - PCソフト,23,76970,3455.714285714286
2019-05-26,映画 - ブルーレイ3D,14,17160,1225.7142857142858
2019-05-26,ギフト - ぬいぐるみ,17,17600,992.0
2019-05-26,ゲーム - ゲーム機A,17,14110,830.0
2019-05-26,映画 - セット商品,15,28610,1907.3333333333333
2019-05-26,ギフト - ボードゲーム,19,36950,1944.7368421052631
2019-05-26,音楽 - CD,12,6050,504.1666666666667
2019-05-26,ギフト - ガジェット類,7,15860,2265.714285714286
2019-05-26,本 - オーディオブック_タイプA,4,1340,335.0
2019-05-26,ギフト - 記念品_タイプA,14,15130,1020.0
2019-05-26,ギフト - 記念品_タイプB,4,3360,840.0
2019-05-26,本 - 教育用,4,1770,442.5
2019-05-26,ゲーム - 付属品(購入特典),5,8070,1614.0
2019-05-26,ゲーム周辺機器 - ゲーム機B,10,21210,2121.0
2019-05-26,音楽 - レコード,3,20990,6996.666666666667
2019-05-26,ゲーム周辺機器 - ゲーム機A,1,1190,1190.0
2019-05-26,本 - オーディオブック_タイプB,2,400,200.0
2019-05-27,映画 - DVD,181,76820,416.75977653631287
2019-05-27,PCゲーム - 通常版,497,476870,741.9557195571956
2019-05-27,音楽 - その他,204,103760,506.83673469387753
2019-05-27,ゲーム - ゲーム機C,536,2183270,3275.714285714286
2019-05-27,映画 - ブルーレイ,118,86530,732.3076923076923
2019-05-27,ゲーム - ゲーム機B,367,1685880,4061.55737704918
2019-05-27,ギフト - 小型ゲーム,33,19880,618.0
2019-05-27,ギフト - カード、パズル等,34,47960,1412.121212121212
2019-05-27,ギフト - フィギュア,97,221130,2079.714285714286
2019-05-27,PCソフト - PCソフト,19,47860,2607.8571428571427
2019-05-27,映画 - ブルーレイ3D,17,19560,1150.5882352941176
2019-05-27,ギフト - ぬいぐるみ,19,24280,1273.3333333333333
2019-05-27,ゲーム - ゲーム機A,17,15520,912.9411764705883
2019-05-27,映画 - セット商品,13,27100,2084.6153846153848
2019-05-27,ギフト - ボードゲーム,15,22460,1497.3333333333333
2019-05-27,音楽 - CD,27,13170,486.9230769230769
2019-05-27,ギフト - ガジェット類,12,17070,1422.5
2019-05-27,本 - オーディオブック_タイプA,9,4400,488.8888888888889
2019-05-27,ギフト - 記念品_タイプA,19,54740,3022.222222222222
2019-05-27,ギフト - 記念品_タイプB,6,4160,662.0
2019-05-27,本 - 教育用,27,24060,1060.0
2019-05-27,ゲーム - 付属品(購入特典),12,16700,1391.6666666666667
2019-05-27,ゲーム周辺機器 - ゲーム機B,15,37100,2473.3333333333335
2019-05-27,音楽 - レコード,9,21570,2396.6666666666665
2019-05-27,ゲーム周辺機器 - ゲーム機A,6,7630,1271.6666666666667
2019-05-27,本 - オーディオブック_タイプB,3,1260,420.0
2019-05-28,映画 - DVD,242,98740,398.7878787878788
2019-05-28,PCゲーム - 通常版,347,302030,755.7383966244726
2019-05-28,音楽 - その他,208,108430,515.4545454545455
2019-05-28,ゲーム - ゲーム機C,248,955340,3275.4954954954956
2019-05-28,映画 - ブルーレイ,114,78650,668.5849056603773
2019-05-28,ゲーム - ゲーム機B,180,656390,3219.3859649122805
2019-05-28,ギフト - 小型ゲーム,33,20040,618.2758620689655
2019-05-28,ギフト - カード、パズル等,28,34100,1244.0740740740741
2019-05-28,ギフト - フィギュア,65,144390,2053.2727272727275
2019-05-28,PCソフト - PCソフト,32,94470,3012.7586206896553
2019-05-28,映画 - ブルーレイ3D,15,17340,1156.0
2019-05-28,ギフト - ぬいぐるみ,24,31060,1294.1666666666667
2019-05-28,ゲーム - ゲーム機A,14,11070,790.7142857142857
2019-05-28,映画 - セット商品,12,43330,3610.8333333333335
2019-05-28,ギフト - ボードゲーム,13,30770,2366.923076923077
2019-05-28,音楽 - CD,23,9470,411.7391304347826
2019-05-28,ギフト - ガジェット類,9,25960,2884.4444444444443
2019-05-28,本 - オーディオブック_タイプA,13,5810,446.9230769230769
2019-05-28,ギフト - 記念品_タイプA,22,65190,2963.181818181818
2019-05-28,ギフト - 記念品_タイプB,16,7290,550.9090909090909
2019-05-28,本 - 教育用,12,7530,627.5
2019-05-28,ゲーム - 付属品(購入特典),11,15460,1405.4545454545455
2019-05-28,ゲーム周辺機器 - ゲーム機B,9,21130,2482.5
2019-05-28,音楽 - レコード,1,2040,2040.0
2019-05-28,ゲーム周辺機器 - ゲーム機A,6,6520,1086.6666666666667
2019-05-29,映画 - DVD,275,121030,418.2608695652174
2019-05-29,PCゲーム - 通常版,314,262700,739.7942386831276
2019-05-29,音楽 - その他,208,112800,540.2577319587629
2019-05-29,ゲーム - ゲーム機C,228,840410,3172.846153846154
2019-05-29,映画 - ブルーレイ,123,79800,643.75
2019-05-29,ゲーム - ゲーム機B,157,481180,2798.046875
2019-05-29,ギフト - 小型ゲーム,36,17290,484.11764705882354
2019-05-29,ギフト - カード、パズル等,25,30180,1412.0
2019-05-29,ギフト - フィギュア,51,100000,1957.659574468085
2019-05-29,PCソフト - PCソフト,34,110350,3443.103448275862
2019-05-29,映画 - ブルーレイ3D,12,13510,1125.8333333333333
2019-05-29,ギフト - ぬいぐるみ,36,52270,1474.0
2019-05-29,ゲーム - ゲーム機A,23,16070,698.1818181818181
2019-05-29,映画 - セット商品,17,36820,2165.8823529411766
2019-05-29,ギフト - ボードゲーム,18,32630,1812.7777777777778
2019-05-29,音楽 - CD,28,14570,520.3571428571429
2019-05-29,ギフト - ガジェット類,11,37140,3638.0
2019-05-29,本 - オーディオブック_タイプA,15,7680,512.0
2019-05-29,ギフト - 記念品_タイプA,20,44120,2206.0
2019-05-29,ギフト - 記念品_タイプB,7,3870,552.8571428571429
2019-05-29,本 - 教育用,12,8220,685.0
2019-05-29,ゲーム - 付属品(購入特典),7,10950,1564.2857142857142
2019-05-29,ゲーム周辺機器 - ゲーム機B,9,26700,2966.6666666666665
2019-05-29,音楽 - レコード,7,21150,3021.4285714285716
2019-05-29,ゲーム周辺機器 - ゲーム機A,3,2550,850.0
2019-05-29,本 - オーディオブック_タイプB,3,1260,420.0
2019-05-30,映画 - DVD,338,145720,416.94267515923565
2019-05-30,PCゲーム - 通常版,341,292830,760.919540229885
2019-05-30,音楽 - その他,229,119050,519.5
2019-05-30,ゲーム - ゲーム機C,220,801150,3204.4444444444443
2019-05-30,映画 - ブルーレイ,146,101420,688.0281690140845
2019-05-30,ゲーム - ゲーム機B,147,488070,2966.5765765765764
2019-05-30,ギフト - 小型ゲーム,51,24320,486.3414634146341
2019-05-30,ギフト - カード、パズル等,43,49190,1122.6190476190477
2019-05-30,ギフト - フィギュア,69,144560,2109.516129032258
2019-05-30,PCソフト - PCソフト,38,138410,3552.5
2019-05-30,映画 - ブルーレイ3D,17,22820,1342.3529411764705
2019-05-30,ギフト - ぬいぐるみ,24,31250,1302.0833333333333
2019-05-30,ゲーム - ゲーム機A,27,23530,877.6923076923077
2019-05-30,映画 - セット商品,14,25550,1825.0
2019-05-30,ギフト - ボードゲーム,23,36080,1568.695652173913
2019-05-30,音楽 - CD,25,12520,500.8
2019-05-30,ギフト - ガジェット類,24,51740,2193.6363636363635
2019-05-30,本 - オーディオブック_タイプA,21,10870,517.6190476190476
2019-05-30,ギフト - 記念品_タイプA,19,65620,3145.0
2019-05-30,ギフト - 記念品_タイプB,10,6090,646.6666666666666
2019-05-30,本 - 教育用,6,4490,752.0
2019-05-30,ゲーム - 付属品(購入特典),7,11720,1674.2857142857142
2019-05-30,ゲーム周辺機器 - ゲーム機B,20,46770,2336.1111111111113
2019-05-30,音楽 - レコード,8,17070,2133.75
2019-05-30,ゲーム周辺機器 - ゲーム機A,11,15410,1400.909090909091
2019-05-30,本 - オーディオブック_タイプB,4,1660,415.0
2019-05-31,映画 - DVD,466,204160,419.15294117647056
2019-05-31,PCゲーム - 通常版,442,331910,729.5783132530121
2019-05-31,音楽 - その他,342,176810,515.7926829268292
2019-05-31,ゲーム - ゲーム機C,212,715980,3056.912751677852
2019-05-31,映画 - ブルーレイ,164,118130,715.3164556962025
2019-05-31,ゲーム - ゲーム機B,201,595480,2724.240506329114
2019-05-31,ギフト - 小型ゲーム,55,29860,537.8260869565217
2019-05-31,ギフト - カード、パズル等,50,67690,1364.6808510638298
2019-05-31,ギフト - フィギュア,97,196200,2015.1136363636363
2019-05-31,PCソフト - PCソフト,36,138820,3569.090909090909
2019-05-31,映画 - ブルーレイ3D,39,45250,1160.2564102564102
2019-05-31,ギフト - ぬいぐるみ,51,64570,1264.2
2019-05-31,ゲーム - ゲーム機A,38,29650,782.1621621621622
2019-05-31,映画 - セット商品,22,32900,1495.4545454545455
2019-05-31,ギフト - ボードゲーム,32,72160,2255.0
2019-05-31,音楽 - CD,24,11920,496.6666666666667
2019-05-31,ギフト - ガジェット類,17,50930,2995.8823529411766
2019-05-31,本 - オーディオブック_タイプA,28,13820,493.57142857142856
2019-05-31,ギフト - 記念品_タイプA,25,64090,2343.0434782608695
2019-05-31,ギフト - 記念品_タイプB,13,9160,719.0909090909091
2019-05-31,本 - 教育用,7,3790,541.4285714285714
2019-05-31,ゲーム - 付属品(購入特典),31,46970,1515.1612903225807
2019-05-31,ゲーム周辺機器 - ゲーム機B,16,46060,2878.75
2019-05-31,音楽 - レコード,10,28960,2896.0
2019-05-31,ゲーム周辺機器 - ゲーム機A,5,4250,850.0
2019-05-31,本 - オーディオブック_タイプB,5,2190,438.0
2019-06-01,映画 - DVD,378,157350,405.23943661971833
2019-06-01,PCゲーム - 通常版,371,296100,738.5016286644951
2019-06-01,音楽 - その他,294,148560,502.67857142857144
2019-06-01,ゲーム - ゲーム機C,191,606430,2930.448717948718
